word,unique_id,label
assume,20298103_e_3.16_3.25,1.0
come,25144668_e_2.46_2.52,1.0
culturale,25294330_e_5.39_5.55,1.0
funerale,25571422_e_4.36_4.81,1.0
federale,20255266_e_4.39_4.678,1.0
sociale,20492035_e_4.59_4.87,1.0
internazionale,20312004_e_5.31_5.59,1.0
come,21639054_e_3.24_3.29,1.0
come,17520568_e_4.63_4.69,1.0
individuale,23622710_e_6.09_6.28,1.0
come,20016849_e_4.47_4.54,1.0
come,25183270_e_1.72_1.85,-1.0
internazionale,20024446_e_3.73_3.78,0.0
come,19774747_e_0.56_0.63,1.0
come,20077193_e_5.34_5.42,1.0
temporale,28038693_e_6.38_7.186,-1.0
come,20233160_e_5.8_5.86,1.0
come,17416182_e_2.78_2.84,1.0
assume,25207200_e_3.45_3.52,0.0
neuronale,25469366_e_3.41_3.78,1.0
come,22379742_e_4.03_4.1,1.0
come,22746595_e_0.56_0.61,1.0
all'originale,18397036_e_7.63_8.02,1.0
come,18232391_e_6.87_6.95,1.0
come,22737718_e_5.49_5.54,1.0
ascensionale,17855592_e_3.69_4.126,1.0
come,19987192_e_4.55_4.62,1.0
generale,20352788_e_4.04_4.13,1.0
come,39928646_e_3.5_3.57,1.0
come,28038226_e_1.35_1.4,1.0
capitale,20278897_e_5.23_6.02,1.0
centrale,20244570_e_5.19_6.21,1.0
nazionale,25168772_e_3.87_3.94,1.0
ospedale,20088298_e_7.13_7.81,1.0
ultime,38052734_e_1.67_1.73,0.0
moltissime,17416218_e_4.58_4.65,-1.0
verticale,25475270_e_5.42_5.89,1.0
quale,19989231_e_1.01_1.11,1.0
le,20004474_e_3.75_3.84,1.0
come,35207269_e_1.59_1.65,1.0
come,21565228_e_4.75_4.8,1.0
medesime,19986706_e_2.72_2.76,0.0
nome,20057443_e_1.64_1.72,1.0
come,20088315_e_5.15_5.27,1.0
come,23720294_e_4.35_4.42,0.0
nome,20057551_e_4.13_4.33,1.0
come,19995798_e_2.93_2.97,1.0
come,32641134_e_3.62_3.7,1.0
ultime,19972075_e_2.04_2.12,0.0
come,17855875_e_2.41_2.47,1.0
cattedrale,24203341_e_3.66_3.73,1.0
come,20482768_e_4.66_4.72,1.0
come,19975405_e_0.21_0.48,-1.0
piattaforme,20023350_e_5.47_6.01,-1.0
come,20087183_e_2.92_3.0,1.0
come,20291846_e_4.68_4.78,-1.0
come,20256796_e_2.77_2.85,1.0
globale,20246874_e_4.76_4.83,1.0
come,17710345_e_6.48_6.69,1.0
come,19772750_e_2.08_2.13,1.0
le,27081956_e_0.64_0.68,1.0
come,21679508_e_3.38_3.51,1.0
come,32295744_e_2.51_2.57,1.0
piume,27715566_e_4.62_4.81,1.0
nazionale,32291031_e_4.53_4.89,1.0
come,25640770_e_1.3_1.36,0.0
come,20324073_e_2.88_2.91,1.0
come,18116794_e_1.66_1.72,1.0
come,20056737_e_2.16_2.33,1.0
come,19459541_e_2.44_2.5,1.0
regime,32531570_e_2.48_2.52,1.0
giovanile,20066415_e_3.29_3.52,1.0
come,24500367_e_2.89_2.97,1.0
come,20076599_e_0.88_0.98,1.0
prime,20089925_e_2.28_2.34,1.0
come,20239906_e_1.56_1.64,1.0
capitale,19991807_e_2.34_2.54,1.0
prime,19972468_e_1.59_1.63,1.0
come,24919056_e_2.75_2.81,1.0
aureole,20024695_e_4.93_4.99,1.0
come,17985022_e_6.63_6.68,1.0
come,20003210_e_3.04_3.38,1.0
nome,25142801_e_1.4_1.49,1.0
come,26294683_e_4.72_4.78,0.0
come,21088834_e_1.0_1.07,0.0
come,20018058_e_3.84_3.89,1.0
nome,20034847_e_2.26_2.31,1.0
prime,20054493_e_0.87_0.94,1.0
prime,20074315_e_2.12_2.2,1.0
volere,20305128_e_4.0_4.07,1.0
imperiale,21301523_e_2.64_2.73,1.0
rettangolare,32268334_e_3.03_3.18,1.0
le,22928810_e_1.97_2.02,0.0
inoltre,25418155_e_1.18_1.34,0.0
nazionale,19973431_e_2.89_2.97,1.0
come,20062875_e_0.19_0.27,1.0
cognome,20327170_e_2.01_2.09,0.0
come,36007815_e_4.22_4.39,1.0
come,19985771_e_2.7_2.74,0.0
prestare,19974859_e_3.56_3.61,1.0
fuggire,19987984_e_3.6_3.69,1.0
menzione,19983069_e_4.69_4.77,1.0
nome,24392811_e_2.8_2.83,1.0
congregazione,20637588_<dummye>_6.24_6.25,0.0
nome,27189606_<dummye>_2.29_2.3,-1.0
online,17855875_<dummye>_4.67_4.68,-1.0
come,18599111_<dummye>_3.47_3.48,0.0
giovane,17643021_<dummye>_1.42_1.43,1.0
come,17542734_<dummye>_2.62_2.63,0.0
jane,37774575_<dummye>_0.7_0.71,-1.0
come,25456562_<dummye>_3.07_3.08,0.0
fine,24940927_<dummye>_0.98_0.99,0.0
come,20002122_<dummye>_4.39_4.4,0.0
katherine,21697975_<dummye>_3.47_3.48,0.0
come,38141010_<dummye>_3.16_3.17,0.0
mantiene,20012970_<dummye>_1.22_1.23,-1.0
come,19986433_<dummye>_2.83_2.84,0.0
jane,20527628_<dummye>_6.63_6.64,-1.0
come,20006458_<dummye>_3.17_3.18,0.0
prosecuzione,19981448_<dummye>_1.72_1.73,-1.0
medesime,19794630_<dummye>_1.2_1.21,0.0
magazine,20016360_<dummye>_2.86_2.87,-1.0
come,20002943_<dummye>_4.94_4.95,0.0
sabine,20018599_<dummye>_4.6_4.61,0.0
prime,19985660_<dummye>_3.03_3.04,-1.0
versione,21677762_<dummye>_2.7_2.71,0.0
come,20003588_<dummye>_2.96_2.97,0.0
national-vitaphone,20460822_<dummye>_4.42_4.43,-1.0
insieme,20242355_<dummye>_2.95_2.96,0.0
pordenone,26690441_<dummye>_1.27_1.28,1.0
volume,20059044_<dummye>_1.16_1.17,0.0
one,20078733_<dummye>_3.44_3.45,-1.0
nome,21261474_<dummye>_1.3_1.31,0.0
persone,19988117_<dummye>_3.47_3.48,0.0
come,20058049_<dummye>_5.42_5.43,0.0
spiegazione,20087265_e_2.02_2.17,1.0
prime,23878790_e_0.91_0.98,1.0
inalazione,20945931_e_2.76_3.13,1.0
come,17560224_e_1.72_1.79,1.0
stazione,20021956_e_2.92_3.02,1.0
come,26991501_e_2.02_2.07,1.0
manifestazione,20014280_e_1.7_1.77,1.0
come,24000706_<dummye>_4.86_4.87,0.0
tale,20239562_e_3.13_3.18,1.0
come,28687944_<dummye>_5.03_5.04,0.0
eppure,20003874_e_1.21_1.43,1.0
altre,20009786_e_3.16_3.51,-1.0
come,18924412_e_2.47_2.52,1.0
come,20080474_e_1.61_1.66,1.0
scopre,20064858_e_2.51_2.58,1.0
leggere,18480340_e_4.2_4.24,0.0
neppure,18710967_<dummye>_0.8_0.81,-1.0
come,18691129_<dummye>_0.37_0.38,-1.0
come,20089688_<dummye>_1.58_1.59,-1.0
sembrare,25417306_e_3.99_4.05,1.0
interdisciplinare,20221609_e_3.15_3.41,1.0
tre,20329854_e_5.39_5.46,1.0
balneare,20004499_e_3.09_3.47,1.0
padre,17650055_e_4.55_4.76,1.0
fiume,20262432_e_1.16_1.19,1.0
uscire,27710346_e_4.66_4.71,-1.0
madre,31479642_e_1.15_1.27,1.0
inoltre,19973947_e_1.32_1.38,1.0
nome,23863219_<dummye>_0.24_0.25,-1.0
fiume,21888722_e_4.03_4.06,1.0
pescatore,38567561_e_3.71_4.07,1.0
avere,17714194_e_5.36_5.48,0.0
favore,19979079_e_3.58_3.63,0.0
come,20023945_e_4.64_5.27,-1.0
square,20101991_<dummye>_2.83_2.84,-1.0
particolare,20062093_e_3.93_4.01,1.0
come,30645321_e_3.0_3.03,1.0
gare,19971539_e_1.58_1.68,0.0
lunare,20384899_e_2.77_2.98,1.0
lineare,20023341_e_2.69_2.75,1.0
come,17862685_<dummye>_4.73_4.74,0.0
fiume,20282607_e_4.72_5.2,1.0
nome,20267845_e_1.88_1.96,1.0
terme,20232380_e_2.58_2.7,1.0
come,22438256_<dummye>_2.78_2.79,0.0
come,38578730_e_3.96_4.14,1.0
aprire,19417639_e_1.12_1.25,1.0
svernare,20156702_e_3.72_3.79,1.0
essere,20245233_e_3.22_3.27,0.0
carattere,19994160_e_4.76_4.83,1.0
essere,25352578_e_2.15_2.3,0.0
reagire,27481309_e_2.28_2.6,1.0
contare,18786135_e_1.65_1.73,1.0
padre,19168385_e_1.43_1.89,1.0
ricoprire,20088487_e_5.17_5.28,1.0
squadre,24131007_e_1.28_1.34,1.0
inoltre,20091362_e_2.26_2.59,1.0
utilizzare,18254179_e_4.15_4.22,1.0
sempre,19094771_e_0.94_1.0,1.0
scopre,20306792_e_2.81_2.85,1.0
essere,20262916_e_3.16_3.21,0.0
carcere,18855117_e_1.8_1.91,1.0
offrire,19985666_e_4.38_4.44,1.0
tre,19992045_e_1.9_1.94,1.0
trascorrere,20021106_e_2.27_2.36,1.0
software,18115681_e_2.88_3.02,-1.0
preparatore,20262862_e_2.88_2.91,1.0
ottenere,25907285_<dummye>_5.09_5.1,0.0
mentre,20467129_e_4.31_4.39,1.0
ottenere,20270073_<dummye>_2.91_2.92,-1.0
svolgere,18383999_e_6.97_7.19,1.0
immaginare,38061174_e_2.24_2.27,1.0
muore,22036540_e_0.64_0.81,-1.0
chiedere,19976458_e_1.53_1.63,1.0
volgare,38755627_e_2.44_2.52,0.0
collaboratore,20271237_e_3.82_3.87,0.0
utilizzare,18374533_e_6.35_6.39,1.0
sempre,20061040_<dummye>_3.6_3.61,0.0
analizzare,19011399_e_2.36_2.43,1.0
squadre,39658953_e_0.71_0.78,1.0
incontrare,18151091_e_4.55_4.65,1.0
genere,20041109_e_4.06_4.52,1.0
premolare,21889158_e_1.42_1.47,1.0
maggiore,20015305_e_4.0_4.07,1.0
padre,20233129_e_4.25_4.32,0.0
avere,19664582_e_0.18_0.79,-1.0
ulteriore,20263318_e_1.97_2.04,1.0
professore,20224535_e_3.44_3.55,1.0
cenere,20014035_e_3.89_4.3,1.0
aperture,28345050_e_0.8_0.86,0.0
motore,20928602_e_4.04_4.38,1.0
adottare,18941803_e_6.19_6.26,0.0
essere,19973883_e_3.62_3.69,1.0
circolare,37314078_e_2.47_2.71,1.0
inoltre,25455446_e_1.52_1.69,1.0
appare,25383204_e_1.59_1.65,1.0
rettangolare,20018489_e_2.57_2.73,1.0
tre,39622632_e_4.84_5.1,1.0
rettangolare,20004536_e_5.83_5.96,1.0
tre,25168772_e_1.67_1.72,0.0
compare,20285822_e_1.19_1.24,0.0
lungomare,27491995_e_5.41_5.5,1.0
abbandonare,20311156_e_2.64_2.7,0.0
gaspare,25600048_<dummye>_1.23_1.24,-1.0
immaginare,20279207_e_2.56_2.64,1.0
particolare,20306920_e_2.27_2.32,1.0
pare,17579384_<dummye>_0.58_0.59,-1.0
oltre,20068391_<dummye>_6.22_6.23,1.0
riscontrare,18403088_e_4.15_4.26,1.0
rischiare,20290536_e_3.32_3.43,1.0
tremare,19011432_e_2.42_2.7,1.0
apprezzare,25342991_e_3.95_4.08,1.0
genere,20014055_e_3.91_4.08,1.0
deviare,20320066_e_4.11_4.2,0.0
giocatore,25531500_e_5.0_5.06,0.0
avventure,20064883_e_3.34_3.58,1.0
interpretare,36627573_e_3.56_3.78,1.0
altre,20225468_<dummye>_1.04_1.05,-1.0
inoltre,20071513_e_1.0_1.18,1.0
neppure,38567561_e_5.63_5.72,1.0
come,20090776_e_2.29_2.38,1.0
cacciatorpediniere,20063587_e_2.58_2.65,0.0
tre,21430510_e_1.68_1.74,1.0
subire,17648399_e_5.07_5.29,1.0
migliorare,17856299_e_2.83_3.03,1.0
tre,27189637_e_4.55_4.64,1.0
macellare,18855210_e_3.34_3.41,1.0
compare,21548232_e_1.5_1.62,1.0
essere,20766460_<dummye>_1.77_1.78,0.0
essere,20455450_<dummye>_1.74_1.75,0.0
come,27715596_e_4.01_4.09,1.0
come,18485629_e_1.76_1.84,1.0
particolare,26526840_e_2.36_2.42,1.0
martire,30032069_<dummye>_0.58_0.59,-1.0
tre,20903132_e_1.22_1.35,1.0
spingere,18841977_e_6.49_6.67,1.0
inoltre,19781464_e_2.13_2.21,1.0
contenere,18084339_e_1.76_1.87,1.0
cure,26058993_e_1.91_1.97,1.0
inoltre,20103996_<dummye>_0.6_0.61,-1.0
essere,19521256_e_2.92_2.95,0.0
appare,20036859_e_1.9_1.93,0.0
contenere,20079291_e_3.35_3.41,1.0
comunicare,20030516_e_1.68_1.74,0.0
sorvegliare,24532932_e_2.77_2.81,0.0
intaccare,18604027_e_2.2_2.23,0.0
potere,20357226_e_4.89_5.02,1.0
celebre,20063431_e_2.53_2.58,0.0
sembrare,18437279_e_1.89_1.98,0.0
altre,19591185_e_2.53_2.68,1.0
prime,20309305_e_1.6_1.67,1.0
teme,20011697_e_1.98_2.04,1.0
come,23773704_e_1.85_1.89,1.0
nome,21088852_e_0.9_1.05,1.0
nome,20945920_e_3.92_3.97,1.0
come,19435473_e_2.09_2.14,1.0
prime,19996316_e_1.38_1.45,1.0
oppure,20057461_e_4.09_4.15,0.0
carburatore,24623081_e_3.21_3.32,1.0
andare,24003616_e_1.6_1.67,1.0
opere,30546404_e_2.47_2.53,1.0
avere,17542950_e_0.8_0.84,1.0
gaspare,17856374_e_2.41_2.54,1.0
tre,19997408_e_3.66_3.89,1.0
tumore,37124221_e_3.33_3.41,1.0
poincaré,20281696_e_4.45_4.77,1.0
nome,20072148_e_3.38_3.78,1.0
monitorare,27695110_e_3.18_3.24,1.0
fiume,20032771_e_2.17_2.34,1.0
come,26047963_e_3.07_3.12,1.0
trovare,20238740_e_1.05_1.11,1.0
cratere,37376659_e_1.03_1.16,1.0
oltre,20073614_e_3.83_3.86,0.0
dell'imperatore,33047534_e_7.3_7.38,1.0
cratere,20460824_<dummye>_3.37_3.38,0.0
genere,19989874_e_1.76_1.97,1.0
nature,38124784_<dummye>_4.75_4.76,-1.0
scompare,19988077_e_3.63_3.78,1.0
disattivare,18398277_e_1.95_2.04,1.0
curare,25011688_e_1.24_1.36,1.0
mentre,19993764_e_4.3_4.52,-1.0
tre,20244622_e_3.82_3.88,1.0
come,24761834_e_2.8_2.85,1.0
come,19978854_e_3.31_3.36,1.0
ultime,26581077_e_6.11_6.15,1.0
come,25994612_e_2.27_2.31,1.0
come,19980364_e_3.59_3.62,0.0
come,19987427_e_3.89_3.93,1.0
salame,20637779_e_3.5_3.55,1.0
come,20270119_e_3.88_3.92,0.0
vasellame,20064400_e_2.77_3.12,1.0
come,20023339_e_2.86_2.92,1.0
nome,20002389_e_1.6_1.72,1.0
come,37048430_<dummye>_2.29_2.3,0.0
me,17740068_e_1.96_2.06,1.0
come,20001601_e_5.52_5.6,1.0
controllare,19998972_e_4.07_4.14,1.0
ricordare,36995738_e_4.73_4.92,1.0
fiume,20240460_e_4.7_4.78,1.0
genere,20089968_e_2.65_2.75,1.0
sconvolgere,17846332_e_4.64_4.72,0.0
come,19971662_e_2.19_2.23,0.0
essere,20109552_e_3.93_4.39,-1.0
come,20042049_e_4.35_4.44,1.0
come,19982700_e_3.88_4.02,1.0
tre,19983943_<dummye>_2.8_2.81,0.0
prime,23837584_e_1.33_1.39,-1.0
l'amministratore,18841935_e_1.99_2.06,1.0
come,20088802_e_5.95_6.02,1.0
come,20156764_e_1.8_1.84,1.0
come,20057710_<dummye>_4.31_4.32,0.0
ultime,28907860_e_2.8_2.88,1.0
essere,20078025_e_2.92_2.98,0.0
ammirare,38201007_e_2.51_2.61,1.0
inoltre,26580786_e_1.15_1.18,0.0
inoltre,20060197_e_2.3_2.35,0.0
sempre,17700268_e_5.21_5.27,1.0
altre,19984780_<dummye>_0.25_0.26,-1.0
esplorare,20046449_e_2.03_2.06,1.0
come,17894207_e_1.79_1.88,1.0
come,20087720_e_2.77_2.86,1.0
essere,20226436_e_4.26_4.31,0.0
essere,17434137_e_0.54_1.18,-1.0
stare,17454188_e_2.44_2.59,1.0
come,20039576_e_2.0_2.06,1.0
orme,20011299_e_1.73_1.79,1.0
time,20272937_<dummye>_1.18_1.19,-1.0
sindrome,32267810_e_3.24_3.5,1.0
fiume,24737981_e_2.93_3.13,1.0
come,19978478_e_0.14_0.88,-1.0
nome,20233648_e_1.77_1.86,1.0
come,20237876_e_4.85_4.97,1.0
insieme,23818392_e_5.73_5.83,1.0
volume,17638506_e_6.06_6.18,1.0
come,21401011_e_2.13_2.18,1.0
norme,18310559_e_3.11_3.29,1.0
come,20089946_e_0.32_1.02,-1.0
come,23879689_e_5.19_5.32,1.0
seme,25884442_e_1.17_1.25,1.0
sempre,24954240_<dummye>_5.22_5.23,0.0
insieme,20245231_e_2.84_2.97,1.0
fibre,25514974_e_1.89_1.96,1.0
fiume,19992765_e_3.15_3.22,0.0
bollire,21341324_e_1.71_1.86,1.0
come,20032730_e_5.64_5.68,1.0
come,20237889_e_3.35_3.45,1.0
maritime,20063102_<dummye>_3.98_3.99,0.0
guarnire,20009634_e_1.48_1.68,1.0
equestre,20040795_<dummye>_3.73_3.74,-1.0
maggiore,21344404_e_2.77_3.51,1.0
norme,26946000_e_3.77_3.84,1.0
come,25343409_e_1.42_1.48,0.0
chiare,20312637_e_3.2_3.65,-1.0
superiore,26160600_e_2.96_3.24,0.0
militare,20034555_e_5.02_5.08,1.0
essere,20024544_e_3.29_3.34,0.0
quartiere,20069172_e_2.25_2.37,1.0
nome,19976293_e_1.4_1.45,1.0
sudore,18813847_e_3.86_4.2,1.0
come,35207282_<dummye>_3.94_3.95,0.0
nome,20024960_e_3.44_3.56,1.0
tre,20075808_e_2.22_2.26,0.0
nucleare,19521256_e_5.16_5.28,1.0
scorrere,20088666_e_2.34_2.38,1.0
altre,35173088_e_2.47_2.51,0.0
camere,20683182_e_2.31_2.34,1.0
amministratore,27428309_e_4.42_4.46,1.0
giocare,20023466_e_2.74_2.84,1.0
subire,20025118_e_3.42_3.46,-1.0
tre,20263074_e_3.19_3.24,1.0
come,20311390_e_4.02_4.08,1.0
prime,20056987_e_2.95_3.0,1.0
maggiore,20017325_e_1.79_1.85,1.0
come,19987137_e_3.78_4.37,-1.0
come,22373695_e_3.45_3.52,1.0
prime,20277080_e_1.38_1.44,1.0
lettere,19977639_e_2.12_2.44,0.0
come,27141343_<dummye>_1.1_1.11,1.0
come,26987201_e_4.64_4.68,1.0
operatore,20246874_e_4.27_4.32,1.0
sposare,19995300_e_2.38_2.46,1.0
muore,38388927_e_0.74_0.85,1.0
dolore,20080245_e_1.38_1.45,1.0
misure,20297621_e_2.75_3.53,1.0
risparmiare,17664545_<dummye>_3.46_3.47,0.0
lavoratore,26048287_e_3.28_3.36,1.0
fondatore,20016788_e_2.34_2.47,1.0
salvatore,36085137_e_1.23_1.28,1.0
dell'autore,22940499_e_3.06_3.15,1.0
vincitore,20245329_e_2.64_2.85,1.0
tre,26722849_e_0.19_0.42,-1.0
splendore,18221185_e_3.29_3.36,1.0
giustiziere,38116311_e_2.44_2.48,1.0
pietre,18711186_<dummye>_2.35_2.36,0.0
sconfiggere,20047677_<dummye>_3.08_3.09,0.0
precettore,20016032_e_1.66_1.73,1.0
tre,36827130_e_2.69_2.8,1.0
madre,19996600_e_4.57_4.69,1.0
sempre,25207264_e_2.52_2.66,1.0
organizzare,18189852_<dummye>_2.25_2.26,1.0
riconoscere,21891075_e_2.6_2.67,1.0
gestire,18383904_e_3.53_3.61,0.0
popolare,20022814_<dummye>_5.94_5.95,0.0
adventure,19975493_<dummye>_4.96_4.97,-1.0
essere,19910820_<dummye>_4.01_4.02,0.0
collare,20236843_<dummye>_6.31_6.32,0.0
sempre,23755944_<dummye>_6.49_6.5,0.0
software,19459551_<dummye>_1.56_1.57,-1.0
scaturire,20013981_<dummye>_2.23_2.24,0.0
predecessore,20036775_e_4.16_4.19,1.0
galleggiare,18834150_e_1.33_1.53,1.0
essere,21547148_<dummye>_1.61_1.62,0.0
anteriore,20004081_<dummye>_3.79_3.8,0.0
popolare,19813136_<dummye>_1.84_1.85,-1.0
trattare,20239910_<dummye>_3.82_3.83,0.0
finire,20089864_<dummye>_1.81_1.82,1.0
puntatore,20303087_e_2.3_2.35,1.0
usare,19996404_e_1.13_1.17,1.0
insegnare,18691734_e_3.26_3.29,1.0
affrontare,20285306_e_3.34_3.44,1.0
pittore,20299070_e_3.31_3.34,1.0
vincere,26939455_e_1.81_1.92,1.0
arrivare,32370264_e_3.51_3.56,1.0
inoltre,20314198_e_1.14_1.73,1.0
come,24821700_e_4.8_4.84,1.0
inoltre,30091486_e_1.49_1.58,1.0
sconfiggere,17921512_<dummye>_3.74_3.75,0.0
prime,20090536_e_1.29_1.37,1.0
ulteriore,18299625_e_4.46_4.52,1.0
creare,18437300_e_2.01_2.04,0.0
indicare,20062873_e_4.38_4.41,0.0
fare,19858853_e_4.4_4.43,0.0
udire,21602476_e_3.77_3.82,1.0
costume,20076499_e_3.16_3.24,1.0
rinunciare,17856282_<dummye>_2.45_2.46,0.0
essere,20979908_e_1.99_2.04,0.0
provvedere,20063082_<dummye>_3.19_3.2,0.0
essere,20072558_e_5.06_5.11,0.0
sfuggire,27173403_<dummye>_2.85_2.86,-1.0
essere,20023313_e_2.16_2.19,0.0
come,39945534_e_1.87_1.94,1.0
cuore,20015901_e_1.4_1.45,0.0
moderatore,24017344_e_3.14_3.17,1.0
convolare,27245233_<dummye>_1.71_1.72,0.0
inoltre,27210899_e_1.45_1.62,-1.0
software,19996794_<dummye>_3.76_3.77,-1.0
inoltre,20071739_e_2.78_2.82,1.0
martoriare,19031159_e_2.55_2.62,1.0
fornire,17704566_e_2.54_2.57,0.0
squame,20669830_e_4.1_4.22,1.0
muore,19994558_e_1.55_1.61,1.0
considerare,20943948_e_2.83_3.01,1.0
prendere,18603424_e_2.81_2.84,0.0
volare,22931185_<dummye>_5.57_5.58,1.0
gare,20088800_<dummye>_0.71_0.72,-1.0
